ID_ESTACION	Fecha	Precio gasolina 95	Precio gasóleo A	Precio gasóleo B	Precio bioetanol	Precio nuevo gasóleo A	Precio biodiesel	% éster metílico	% bioalcohol	Precio gasolina 98	Precio gas natural comprimido	Precio gas natural licuado	Precio gases licuados del petróleo	
7110	02/04/2017	0,939	0,839			0,919				1,059				
7111	02/04/2017	0,937	0,847							1,049				
7112	02/04/2017	0,965	0,865			0,945				1,095				
7113	02/04/2017	0,960	0,877			0,949				1,099				
7114	02/04/2017	0,960	0,877			0,947				1,051				
7115	02/04/2017	0,969	0,874			0,949				1,099				
7116	02/04/2017	0,919	0,829			0,929				1,039				
7117	02/04/2017	0,919	0,829			0,967				1,100				
7118	02/04/2017	0,919	0,829			0,970				1,103				
7119	02/04/2017	0,929	0,839							1,103				
7120	02/04/2017	0,929	0,829			0,930				1,059				
7121	02/04/2017	0,929	0,839			0,979				1,059				
7122	02/04/2017	0,937	0,847			0,997				1,117				
7123	02/04/2017	0,994	0,884			0,949				1,099				
7124	02/04/2017	1,010	0,912			0,967				1,100				
7125	02/04/2017	0,919	0,825			0,929				1,039				
7126	02/04/2017	0,969	0,874			0,949				1,099				
7127	02/04/2017	0,964	0,864			0,949				1,104				
7128	02/04/2017	0,994	0,884			0,949				1,099				
7129	02/04/2017	0,994	0,894			0,967				1,100				
7130	02/04/2017	0,919	0,829			0,929				1,039				
7131	02/04/2017	0,929	0,829			0,930				1,059				
7132	02/04/2017	0,923	0,825			0,967				1,100				
7133	02/04/2017	0,919	0,819			0,899				1,039				
7134	02/04/2017	0,919	0,819			0,899				1,039				
7135	02/04/2017	0,969	0,874			0,949				1,099				
7136	02/04/2017	0,929	0,839							1,100				
7137	02/04/2017	0,974	0,879			0,967				1,100				
7138	02/04/2017	0,929	0,839			0,967				1,100				
7139	02/04/2017	0,931	0,855			0,935				1,050				
7140	02/04/2017	0,951	0,905							1,013				
7141	02/04/2017	0,946	0,869			0,973				1,107				
7142	02/04/2017	0,946	0,869			0,973				1,107				
7143	02/04/2017	0,946	0,869			0,973				1,107				
7144	02/04/2017	0,946	0,869			1,015				1,070				
7145	02/04/2017	0,946	0,869			1,015				1,070				
7146	02/04/2017	0,946	0,869			1,015				1,070				
7147	02/04/2017	0,944	0,868			0,868				1,012				
7148	02/04/2017	0,999	0,899			1,009				1,119				
7149	02/04/2017	0,935	0,859			0,939				1,045				
7150	02/04/2017	0,955	0,879			0,959				1,065				
7151	02/04/2017	0,939	0,859							1,069				
7152	02/04/2017	0,939	0,859			0,949				1,069				
7153	02/04/2017	0,979	0,909			0,989				1,078				
7154	02/04/2017	0,974	0,909			0,974				1,053				
7155	02/04/2017	0,999	0,906			0,970				1,103			0,537	
7156	02/04/2017	0,965	0,885			0,955				1,060				
7157	02/04/2017	0,965	0,885							1,060				
7158	02/04/2017	0,965	0,885			0,970				1,103				
7159	02/04/2017	0,999	0,899			0,949				1,099				
7160	02/04/2017	1,034	0,930							1,112				
7161	02/04/2017	0,919	0,845			0,919				0,999				
7162	02/04/2017	0,945	0,882			0,973				1,106				
7163	02/04/2017	0,965	0,885			0,955				1,060				
7164	02/04/2017	1,044	0,946											
7165	02/04/2017	0,960	0,877			0,949				1,099				
7166	02/04/2017	0,960	0,875			0,970				1,103				
7167	02/04/2017	1,029	0,929							1,105				
7168	02/04/2017	0,959	0,874			0,949				1,099				
7169	02/04/2017	0,900	0,837			0,949				1,099				
7170	02/04/2017	0,959	0,874			0,949				1,099				
7171	02/04/2017	0,969	0,889			0,977				1,102				
7172	02/04/2017	0,979	0,899			0,939				1,079				
7173	02/04/2017	0,979	0,889			0,949				1,099				
7174	02/04/2017	0,979	0,899							1,079				
7175	02/04/2017	0,949	0,869			0,959				1,044				
7176	02/04/2017	0,994	0,884			0,949				1,099				
7177	02/04/2017	0,940	0,868			0,949				1,100				
7178	02/04/2017	0,940	0,870			0,960				1,060				
7179	02/04/2017	0,939	0,869			0,919				1,009				
7180	02/04/2017	0,979	0,909			0,989				1,059				
7181	02/04/2017	0,979	0,909			0,989				1,059				
7182	02/04/2017	0,974	0,899			0,979				1,053				
7183	02/04/2017	0,974	0,909			0,974				1,053			0,543	
7184	02/04/2017	0,974	0,909			0,974				1,053				
7185	02/04/2017	0,974	0,909			0,971				1,051				
7186	02/04/2017	0,974	0,909			0,971				1,051				
7187	02/04/2017	1,028	0,930							1,106				
7188	02/04/2017	0,959	0,879			0,939				1,059				
7189	02/04/2017	0,949	0,854			0,945				1,059				
7190	02/04/2017	0,960	0,869			0,967				1,100				
7191	02/04/2017	0,960	0,869			0,967				1,100			0,537	
7192	02/04/2017	0,939	0,849			0,919				1,059				
7193	02/04/2017	0,949	0,849			0,909				1,049				
7194	02/04/2017	0,969	0,889			0,949				1,059				
7195	02/04/2017	0,969	0,879			0,939				1,069				
7196	02/04/2017	0,957	0,889			0,959				1,029				
7197	02/04/2017	0,960	0,876			0,967								
7198	02/04/2017	0,963	0,879			0,967				1,100				
7199	02/04/2017	0,962	0,869			0,980				1,105				
7200	02/04/2017	0,929	0,829			0,945				1,069				
7201	02/04/2017	0,964	0,869			0,949				1,099				
7202	02/04/2017	0,964	0,869			0,949				1,099				
7203	02/04/2017	0,942	0,852			0,899				1,019				
7204	02/04/2017	0,904	0,804											
7205	02/04/2017	0,959	0,864			0,949				1,099				
7206	02/04/2017	0,932	0,834			0,967				1,100				
7207	02/04/2017	0,935	0,839			0,960				1,057				
7208	02/04/2017	0,971	0,878			0,951				1,045				
7209	02/04/2017	0,964	0,869			0,949				1,099				
7210	02/04/2017	0,959	0,869			0,949				1,099				
7211	02/04/2017	0,915	0,835							1,078				
7212	02/04/2017	0,974	0,909			0,974				1,053				
7213	02/04/2017	0,974	0,909			0,974				1,053				
7214	02/04/2017	0,974	0,909			0,974				1,053				
7215	02/04/2017	0,974	0,909			0,974				1,053				
7216	02/04/2017	0,985	0,918							1,045				
7217	02/04/2017	0,974	0,909			0,974				1,053				
7218	02/04/2017	0,973	0,908							1,052				
7219	02/04/2017	0,989	0,909			0,974				1,069				
7220	02/04/2017	0,991	0,909			0,964				1,071				
7221	02/04/2017	1,003	0,917			0,973				1,107				
7222	02/04/2017	1,003	0,917			0,973				1,107				
7223	02/04/2017	0,959	0,869			0,949				1,099				
7224	02/04/2017	0,957	0,886			0,938				1,019				
7225	02/04/2017	0,957	0,886							1,019				
7226	02/04/2017	0,925	0,842			0,948				1,098				
7227	02/04/2017	0,960	0,877			0,949				1,099				
7228	02/04/2017	0,979	0,909							1,039				
7229	02/04/2017	0,979	0,939							1,039				
7230	02/04/2017	0,999	0,929							1,079				
7231	02/04/2017	1,050	0,958											
7232	02/04/2017	0,999	0,949							1,069				
7233	02/04/2017	1,269	1,149	0,820		1,199								
7234	02/04/2017	1,249	1,129	0,799		1,189				1,369				
7235	02/04/2017	1,246	1,119	0,798		1,199				1,356				
7236	02/04/2017	1,246	1,128			1,178				1,346				
7237	02/04/2017	1,275	1,152			1,229				1,389				
7238	02/04/2017	1,249	1,129			1,199								
7239	02/04/2017	1,259	1,119			1,199								
7240	02/04/2017	1,259	1,119			1,199				1,378				
7241	02/04/2017	1,259	1,139			1,209				1,395				
7242	02/04/2017	1,249	1,109			1,169				1,364				
7243	02/04/2017	1,219	1,059			1,199								
7244	02/04/2017	1,279	1,129			1,189								
7245	02/04/2017	1,249	1,109			1,189				1,369				
7246	02/04/2017	1,248	1,128			1,198				1,348				
7247	02/04/2017	1,241	1,127			1,197				1,371				
7248	02/04/2017	1,269	1,149			1,229				1,389				
7249	02/04/2017	1,248	1,128	0,845		1,198				1,348				
7250	02/04/2017	1,239	1,127			1,199				1,357				
7251	02/04/2017	1,279	1,149			1,209				1,394				
7252	02/04/2017	1,259	1,139			1,209				1,394				
7253	02/04/2017	1,239	1,135	0,865		1,185								
7254	02/04/2017	1,269	1,165			1,215				1,369			0,674	
7255	02/04/2017	1,259	1,149											
7256	02/04/2017	1,229	1,119							1,359				
7257	02/04/2017	1,269	1,149			1,229				1,369				
7258	02/04/2017	1,269	1,119			1,189				1,369				
7259	02/04/2017	1,269	1,119			1,189				1,369				
7260	02/04/2017	1,255	1,145			1,205				1,370				
7261	02/04/2017	1,259	1,139											
7262	02/04/2017	1,269	1,135			1,215								
7263	02/04/2017	1,259	1,135	0,818		1,205								
7264	02/04/2017	1,259	1,144			1,230				1,401				
7265	02/04/2017	1,269	1,149	0,813		1,229				1,369				
7266	02/04/2017	1,239	1,129	0,801		1,219				1,349				
7267	02/04/2017	1,238	1,108	0,830		1,188				1,358				
7268	02/04/2017	1,269	1,119	0,818		1,189				1,369				
7269	02/04/2017	1,279	1,149			1,229				1,419				
7270	02/04/2017	1,299	1,159			1,239				1,399				
7271	02/04/2017	1,269	1,129			1,209				1,419				
7272	02/04/2017	1,269	1,129			1,209				1,419				
7273	02/04/2017	1,249	1,136			1,199				1,389				
7274	02/04/2017	1,219	1,099			1,149				1,339				
7275	02/04/2017	1,229	1,099			1,189				1,379				
7276	02/04/2017	1,279	1,139	0,818		1,189				1,379				
7277	02/04/2017	1,279	1,139	0,818		1,189				1,379			0,674	
7278	02/04/2017	1,279	1,139			1,189				1,379				
7279	02/04/2017		1,080	0,700										
7280	02/04/2017	1,279	1,139	0,809		1,189				1,379				
7281	02/04/2017		1,105											
7282	02/04/2017	1,289	1,149							1,429				
7283	02/04/2017	1,289	1,149			1,229								
7284	02/04/2017	1,289	1,149			1,229				1,429				
7285	02/04/2017	1,227	1,124			1,185								
7286	02/04/2017	1,289	1,149			1,229				1,429				
7287	02/04/2017	1,289	1,149			1,229				1,429				
7288	02/04/2017	1,239	1,115	0,950						1,369				
7289	02/04/2017		1,149											
7290	02/04/2017	1,219	1,095											
7291	02/04/2017	1,269	1,149			1,229				1,369				
7292	02/04/2017	1,249	1,115			1,249								
7293	02/04/2017	1,269	1,149			1,209				1,369				
7294	02/04/2017	1,269	1,149			1,209				1,369				
7295	02/04/2017	1,245	1,109							1,355				
7296	02/04/2017	1,209	1,099											
7297	02/04/2017	1,269	1,149											
7298	02/04/2017	1,259	1,139							1,359				
7299	02/04/2017	1,269	1,139			1,199				1,389				
7300	02/04/2017	1,259	1,149			1,209				1,374				
7301	02/04/2017	1,259	1,149			1,209				1,374				
7302	02/04/2017	1,269	1,149			1,219				1,369				
7303	02/04/2017	1,289	1,159			1,229				1,389				
7304	02/04/2017	1,259	1,139	0,813		1,189								
7305	02/04/2017	1,228	1,118											
7306	02/04/2017	1,279	1,149			1,229				1,409				
7307	02/04/2017	1,239	1,129			1,189				1,339			0,674	
7308	02/04/2017	1,269	1,149			1,219				1,409				
7309	02/04/2017	1,279	1,159			1,239				1,379				
7310	02/04/2017	1,279	1,159			1,239				1,379				
7311	02/04/2017	1,235	1,125											
7312	02/04/2017	1,248	1,138							1,378				
7313	02/04/2017	1,259	1,149			1,209				1,374				
7314	02/04/2017	1,269	1,149			1,229				1,389				
7315	02/04/2017	1,244	1,139							1,369				
7316	02/04/2017	1,258	1,139			1,189				1,358				
7317	02/04/2017	1,258	1,139			1,189				1,358				
7318	02/04/2017	1,269	1,149			1,219				1,409				
7319	02/04/2017	1,259	1,139			1,219				1,399				
7320	02/04/2017	1,259	1,139			1,219				1,399			0,674	
7321	02/04/2017	1,219	1,109			1,159				1,339				
7322	02/04/2017	1,249	1,139			1,199				1,364				
7323	02/04/2017	1,238	1,118			1,168				1,338				
7324	02/04/2017	1,249	1,139			1,189				1,349				
7325	02/04/2017	1,279	1,159			1,219				1,379				
7326	02/04/2017	1,255	1,145			1,205				1,370				
7327	02/04/2017	1,239	1,129			1,189				1,349				
7328	02/04/2017	1,249	1,125			1,189				1,389				
7329	02/04/2017	1,269	1,149			1,209				1,369				
7330	02/04/2017	1,269	1,149	0,813		1,229				1,369				
7331	02/04/2017	1,269	1,149			1,219				1,379				
7332	02/04/2017	1,269	1,149			1,229				1,369				
7333	02/04/2017	1,269	1,149			1,219				1,379				
7334	02/04/2017	1,259	1,139			1,229				1,359				
7335	02/04/2017	1,259	1,139			1,229								
7336	02/04/2017	1,279	1,149			1,229				1,419				
7337	02/04/2017	1,279	1,149			1,229				1,419				
7338	02/04/2017	1,279	1,139			1,219				1,419				
7339	02/04/2017												0,674	
7340	02/04/2017	1,259	1,126	0,863		1,185				1,369				
7341	02/04/2017	1,259	1,139	0,739		1,169								
7342	02/04/2017	1,269	1,149	0,818		1,219								
7343	02/04/2017	1,239	1,129			1,189				1,359				
7344	02/04/2017	1,259	1,146			1,206				1,374				
7345	02/04/2017	1,239	1,113			1,203				1,359				
7346	02/04/2017	1,259	1,139	0,849		1,219				1,369				
7347	02/04/2017	1,279	1,149			1,229				1,409				
7348	02/04/2017	1,279	1,149			1,229								
7349	02/04/2017		1,079	0,699										
7350	02/04/2017	1,281	1,139	0,812		1,221				1,419				
7351	02/04/2017	1,249	1,139			1,209				1,379				
7352	02/04/2017	1,259	1,119			1,179				1,389				
7353	02/04/2017	1,259	1,126			1,186				1,379				
7354	02/04/2017	1,259	1,126											
7355	02/04/2017	1,269	1,149			1,209				1,369				
7356	02/04/2017	1,269	1,149			1,209				1,369				
7357	02/04/2017	1,219	1,089			1,189				1,379			0,674	
7358	02/04/2017	1,259	1,105											
7359	02/04/2017	1,169	1,065											
7360	02/04/2017	1,248	1,118							1,368			0,662	
7361	02/04/2017	1,248	1,118			1,168				1,368				
7362	02/04/2017	1,287	1,177			1,237				1,412				
7363	02/04/2017	1,289	1,179			1,229				1,419				
7364	02/04/2017	1,279	1,159			1,219				1,379				
7365	02/04/2017	1,289	1,159			1,229				1,389				
7366	02/04/2017	1,279	1,149			1,219				1,379				
7367	02/04/2017	1,269	1,149			1,209				1,369				
7368	02/04/2017	1,269	1,149			1,209				1,369				
7369	02/04/2017	1,279	1,159			1,229				1,379			0,674	
7370	02/04/2017	1,279	1,159			1,229				1,379				
7371	02/04/2017	1,269	1,149			1,209				1,384				
7372	02/04/2017	1,218	1,107							1,308				
7373	02/04/2017	1,239	1,119			1,209				1,369				
7374	02/04/2017	1,279	1,159			1,229				1,379				
7375	02/04/2017	1,269	1,149			1,209				1,369				
7376	02/04/2017	1,208	1,089			1,149				1,298				
7377	02/04/2017	1,259	1,129			1,189				1,359				
7378	02/04/2017	1,269	1,149			1,209				1,384				
7379	02/04/2017	1,269	1,149			1,219				1,369			0,674	
7380	02/04/2017	1,258	1,139			1,199				1,369				
7381	02/04/2017	1,259	1,139			1,199				1,368				
7382	02/04/2017	1,269	1,149			1,209				1,369				
7383	02/04/2017	1,239	1,129							1,349				
7384	02/04/2017	1,269	1,139			1,209				1,369				
7385	02/04/2017	1,249	1,129			1,199				1,349				
7386	02/04/2017	1,269	1,149			1,209				1,384				
7387	02/04/2017	1,269	1,149			1,209				1,369				
7388	02/04/2017	1,259	1,119	0,813		1,199								
7389	02/04/2017	1,213	1,075	0,788		1,134				1,359				
7390	02/04/2017	1,259	1,119	0,813		1,199								
7391	02/04/2017	1,269	1,149			1,229				1,369			0,674	
7392	02/04/2017	1,249	1,139			1,224				1,381				
7393	02/04/2017	1,249	1,139			1,224								
7394	02/04/2017	1,253	1,139			1,199				1,368				
7395	02/04/2017	1,279	1,159			1,239				1,379			0,674	
7396	02/04/2017	1,205	1,089							1,299				
7397	02/04/2017	1,249	1,109			1,199				1,359				
7398	02/04/2017	1,269	1,149	0,818		1,229				1,369				
7399	02/04/2017	1,269	1,149	0,818		1,229				1,369				
7400	02/04/2017	1,259	1,124			1,184				1,374				
7401	02/04/2017	1,269	1,149							1,369				
7402	02/04/2017	1,179	1,049											
7403	02/04/2017	1,248	1,118							1,359				
7404	02/04/2017	1,259	1,139			1,219				1,359				
7405	02/04/2017	1,255	1,139	0,860		1,189				1,385				
7406	02/04/2017	1,269	1,149			1,229				1,369				
7407	02/04/2017	1,219	1,109	0,808		1,174				1,349				
7408	02/04/2017	1,139	1,009											
7409	02/04/2017	1,215	1,103	0,779		1,163				1,330				
7410	02/04/2017	1,215	1,103			1,163								
7411	02/04/2017	1,229	1,099	0,759		1,169				1,329				
7412	02/04/2017		1,099											
7413	02/04/2017	1,209	1,069	0,849		1,169				1,349				
7414	02/04/2017			0,713										
7415	02/04/2017		1,059											
7416	02/04/2017	1,199	1,069	0,818		1,124				1,299				
7417	02/04/2017	1,199	1,069			1,124				1,299				
7418	02/04/2017	1,159	1,029	0,679										
7419	02/04/2017	1,119	1,002											
7420	02/04/2017	1,219	1,099			1,154				1,319				
7421	02/04/2017	1,179	1,069	0,829										
7422	02/04/2017		1,030	0,680										
7423	02/04/2017	1,219	1,099	0,782		1,154								
7424	02/04/2017	1,219	1,106	0,779		1,166				1,334				
7425	02/04/2017	1,219	1,109											
7426	02/04/2017	1,215	1,103			1,163				1,330				
7427	02/04/2017	1,215	1,103			1,163				1,330				
7428	02/04/2017	1,219	1,119			1,199								
7429	02/04/2017	1,219	1,119			1,199								
7430	02/04/2017	1,235	1,125			1,180				1,335				
7431	02/04/2017	1,235	1,125			1,180				1,335				
7432	02/04/2017	1,129	1,009											
7433	02/04/2017	1,129	1,009			1,129				1,289				
7434	02/04/2017	1,219	1,099			1,154								
7435	02/04/2017	1,199	1,079			1,139				1,319				
7436	02/04/2017	1,169	1,069	0,759		1,149				1,289				
7437	02/04/2017	1,209	1,109	0,789		1,164								
7438	02/04/2017	1,219	1,099			1,169								
7439	02/04/2017	1,196	1,089											
7440	02/04/2017	1,198	1,108	0,788		1,148								
7441	02/04/2017	1,205	1,089	0,835										
7442	02/04/2017	1,209	1,089	0,839										
7443	02/04/2017	1,215	1,103	0,779		1,163								
7444	02/04/2017	1,205	1,089			1,145								
7445	02/04/2017	1,205	1,089	0,835		1,145				1,325				
7446	02/04/2017	1,165	1,020			1,040								
7447	02/04/2017	1,205	1,089											
7448	02/04/2017	1,219	1,109	0,764		1,159				1,350			0,629	
7449	02/04/2017		1,050	0,630										
7450	02/04/2017	1,219	1,089			1,174				1,359				
7451	02/04/2017	1,169	1,049			1,109				1,284				
7452	02/04/2017	1,209	1,103			1,163				1,324				
7453	02/04/2017	1,235	1,125			1,180				1,335				
7454	02/04/2017	1,215	1,099			1,184				1,355				
7455	02/04/2017	1,219	1,089			1,174				1,359				
7456	02/04/2017	1,219	1,105			1,165				1,329				
7457	02/04/2017	1,219	1,105			1,165				1,329				
7458	02/04/2017		0,989											
7459	02/04/2017	1,129	0,999											
7460	02/04/2017	1,169	1,049			1,109				1,284				
7461	02/04/2017	1,179	1,029							1,278				
7462	02/04/2017	1,069	0,939											
7463	02/04/2017	1,229	1,099			1,184				1,369			0,655	
7464	02/04/2017	1,209	1,099			1,164				1,339			0,655	
7465	02/04/2017	1,229	1,099			1,184				1,369				
7466	02/04/2017	1,116	0,989			1,043				1,227				
7467	02/04/2017	1,159	1,029			1,079				1,279				
7468	02/04/2017	1,209	1,089	0,791		1,154								
7469	02/04/2017	1,169	1,069											
7470	02/04/2017	1,209	1,089	0,875		1,149				1,309				
7471	02/04/2017	1,215	1,103			1,163				1,330				
7472	02/04/2017	1,219	1,099	0,818		1,154				1,319				
7473	02/04/2017	1,169	1,069	0,759		1,149				1,289				
7474	02/04/2017		1,016	0,585										
7475	02/04/2017	1,249	0,999	0,586										
7476	02/04/2017	1,235	1,125			1,180				1,335				
7477	02/04/2017	1,235	1,125			1,180				1,335				
7478	02/04/2017	1,199	1,099	0,818		1,164				1,339				
7479	02/04/2017	1,219	1,099	0,818		1,154				1,339				
7480	02/04/2017	1,229	1,119	0,818		1,184				1,369			0,655	
7481	02/04/2017	1,219	1,099											
7482	02/04/2017	1,219	1,109											
7483	02/04/2017	1,205	1,065											
7484	02/04/2017	1,199	1,109			1,164								
7485	02/04/2017	1,199	1,079			1,159								
7486	02/04/2017	1,209	1,099			1,179				1,379				
7487	02/04/2017	1,159	1,049			1,119				1,280				
7488	02/04/2017	1,215	1,125			1,175								
7489	02/04/2017	1,109	1,009			1,069				1,199				
7490	02/04/2017	1,189	1,089							1,289				
7491	02/04/2017	1,189	1,089							1,289				
7492	02/04/2017	1,259	1,119			1,299				1,399				
7493	02/04/2017	1,259	1,119			1,229				1,399			0,688	
7494	02/04/2017	1,259	1,119							1,399				
7495	02/04/2017	1,199	1,099	0,783										
7496	02/04/2017	1,209	1,109	0,818		1,189				1,319				
7497	02/04/2017	1,209	1,109	0,818		1,189				1,319				
7498	02/04/2017	1,188	1,078											
7499	02/04/2017	1,189	1,089			1,159								
7500	02/04/2017	1,189	1,099			1,179				1,289				
7501	02/04/2017	1,096	0,983	0,859		1,046				1,196				
7502	02/04/2017	1,189	1,099							1,349				
7503	02/04/2017	1,179	1,099	0,799										
7504	02/04/2017	1,199	1,099			1,169								
7505	02/04/2017	1,188	1,098			1,178				1,288			0,647	
7506	02/04/2017	1,069	0,939											
7507	02/04/2017	1,189	1,079			1,139				1,304				
7508	02/04/2017	1,090	0,980			1,040				1,190				
7509	02/04/2017	1,203	1,103	0,859		1,163								
7510	02/04/2017	1,199	1,099			1,179				1,329				
7511	02/04/2017	1,178	1,049											
7512	02/04/2017		1,099											
7513	02/04/2017	1,199	1,099	0,818		1,179				1,329				
7514	02/04/2017	1,119	1,009											
7515	02/04/2017	1,225	1,135	0,808		1,185				1,345			0,647	
7516	02/04/2017	1,169	1,079	0,749		1,129								
7517	02/04/2017	1,199	1,099			1,159				1,314				
7518	02/04/2017	1,179	1,075			1,155				1,349				
7519	02/04/2017	1,204	1,099	0,859		1,179				1,349				
7520	02/04/2017	1,188	1,089	0,849		1,199								
7521	02/04/2017	1,188	1,089			1,199				1,318				
7522	02/04/2017	1,199	1,099			1,159				1,314				
7523	02/04/2017	1,188	1,089							1,318				
7524	02/04/2017	1,199	1,099							1,314				
7525	02/04/2017	1,189	1,099											
7526	02/04/2017		1,099											
7527	02/04/2017	1,205	1,099			1,179				1,345				
7528	02/04/2017	1,189	1,079							1,329				
7529	02/04/2017	1,205	1,106	0,766		1,166								
7530	02/04/2017	1,205	1,106	0,819		1,166								
7531	02/04/2017	1,209	1,099	0,839		1,169				1,309				
7532	02/04/2017	1,199	1,088			1,159				1,359				
7533	02/04/2017	1,199	1,079			1,159				1,339				
7534	02/04/2017	1,209	1,103			1,163				1,324				
7535	02/04/2017	1,209	1,103			1,163				1,324				
7536	02/04/2017	1,199	1,099	0,829		1,179								
7537	02/04/2017	1,199	1,095			1,165				1,359				
7538	02/04/2017	1,203	1,103			1,163				1,318				
7539	02/04/2017	1,203	1,103			1,163				1,318				
7540	02/04/2017	1,199	1,079	0,721						1,300				
7541	02/04/2017	1,195	1,095			1,175				1,355				
7542	02/04/2017	1,199	1,099	0,839										
7543	02/04/2017	1,198	1,099			1,169				1,319				
7544	02/04/2017	1,149	1,049			1,109				1,264				
7545	02/04/2017	1,209	1,109			1,189				1,349			0,647	
7546	02/04/2017	1,209	1,109			1,189				1,349				
7547	02/04/2017	1,199	1,099											
7548	02/04/2017	1,199	1,099			1,179				1,299			0,647	
7549	02/04/2017	1,096	0,983			1,043				1,196				
7550	02/04/2017	1,096	0,986	0,859		1,046				1,196				
7551	02/04/2017	1,199	1,099			1,179				1,299				
7552	02/04/2017	1,209	1,099			1,159				1,339				
7553	02/04/2017	1,199	1,099			1,179				1,299				
7554	02/04/2017	1,199	1,099			1,179				1,299				
7555	02/04/2017	1,199	1,099			1,179				1,299				
7556	02/04/2017	1,199	1,099			1,179								
7557	02/04/2017	1,199	1,099			1,179				1,299				
7558	02/04/2017	1,096	0,983											
7559	02/04/2017	1,215	1,125			1,175								
7560	02/04/2017		1,049											
7561	02/04/2017	1,209	1,119	0,859		1,189				1,339				
7562	02/04/2017	1,225	1,135			1,185				1,345				
7563	02/04/2017	1,119	1,005			1,095				1,286				
7564	02/04/2017	1,091	0,982			1,052				1,221				
7565	02/04/2017	1,119	1,005			1,095								
7566	02/04/2017	1,169	1,069	0,749		1,119				1,269				
7567	02/04/2017	1,209	1,099	0,819		1,179				1,379				
7568	02/04/2017	1,219	1,099	0,849		1,159								
7569	02/04/2017	1,096	0,986	0,859		1,046				1,196				
7570	02/04/2017	1,148	1,048											
7571	02/04/2017	1,197	1,097	0,879		1,177								
7572	02/04/2017	1,189	1,089			1,169				1,329				
7573	02/04/2017	1,118	1,008	0,765						1,199				
7574	02/04/2017	1,209	1,109			1,189				1,349				
7575	02/04/2017	1,129	0,999											
7576	02/04/2017	1,199	1,099			1,179				1,339				
7577	02/04/2017	1,137	1,047	0,765		1,097				1,199				
7578	02/04/2017	1,169	1,079	0,749										
7579	02/04/2017	1,119	1,009											
7580	02/04/2017	0,941	0,862			0,966				1,099				
7581	02/04/2017	0,939	0,859			0,959				1,109				
7582	02/04/2017	0,938	0,858			0,958				1,099				
7583	02/04/2017	0,938	0,858			0,958				1,108				
7584	02/04/2017	0,871	0,812							0,954				
7585	02/04/2017	0,799	0,739											
7586	02/04/2017	0,943	0,864			0,976				1,101				
7587	02/04/2017	1,070	0,970											
7588	02/04/2017	0,949	0,859			0,959				1,109				
7589	02/04/2017	0,929	0,859			0,949				1,039				
7590	02/04/2017	1,018	0,920							1,096				
7591	02/04/2017	0,938	0,858			0,966				1,099				
7592	02/04/2017	0,945	0,867			0,959				1,058				
7593	02/04/2017	1,088	0,998							1,135				
7594	02/04/2017	0,919	0,839			0,919				1,049				
7595	02/04/2017	0,929	0,849			0,959				1,109				
7596	02/04/2017	0,929	0,849			0,929				1,059				
7597	02/04/2017	0,929	0,849			0,929				1,059				
7598	02/04/2017	0,929	0,849							1,109				
7599	02/04/2017	0,899	0,809							1,009				
7600	02/04/2017	0,896	0,796			0,976				1,096				
7601	02/04/2017	0,909	0,809			0,909				1,029				
7602	02/04/2017	0,909	0,819							0,957				
7603	02/04/2017	0,899	0,799			0,899				1,019				
7604	02/04/2017	0,909	0,809			0,869				0,989				
7605	02/04/2017	0,929	0,819			0,989				1,119				
7606	02/04/2017	0,929	0,839			0,959				1,109				
7607	02/04/2017	0,906	0,806			0,966				1,099				
7608	02/04/2017	0,899	0,809							1,019				
7609	02/04/2017	1,021	0,923											
7610	02/04/2017	0,899	0,799			0,879				0,979				
7611	02/04/2017	0,909	0,809			0,869				0,979				
7612	02/04/2017	0,909	0,789			0,886				1,039				
7613	02/04/2017	0,904	0,796			0,935				1,060				
7614	02/04/2017	0,904	0,795			0,897				1,096				
7615	02/04/2017	0,904	0,796			0,954				1,065				
7616	02/04/2017	0,954	0,852			0,962				1,124				
7617	02/04/2017	0,938	0,840			0,976				1,101				
7618	02/04/2017	0,949	0,859			0,959				1,112				
7619	02/04/2017	0,952	0,862			0,962				1,112				
7620	02/04/2017	0,899	0,809			0,946				1,099				
7621	02/04/2017	1,016	0,930			0,975				1,090				
7622	02/04/2017	1,030	0,934							1,106				
7623	02/04/2017	1,016	0,930			0,975				1,090				
7624	02/04/2017	1,016	0,930							1,090				
7625	02/04/2017	0,909	0,813							0,989				
7626	02/04/2017	0,949	0,869			0,959				1,079			0,509	
7627	02/04/2017	0,912	0,844			0,949				0,998				
7628	02/04/2017	0,912	0,844			0,949				0,998				
7629	02/04/2017	0,915	0,842							0,968				
7630	02/04/2017	0,896	0,796							1,096				
7631	02/04/2017	0,909	0,804			0,910				0,989				
7632	02/04/2017	0,899	0,799			0,899				1,019				
7633	02/04/2017	1,061	0,971			1,014				1,137				
7634	02/04/2017	1,061	0,971			1,014				1,137				
7635	02/04/2017	1,015	0,921							1,088				
7636	02/04/2017	0,909	0,795							0,989				
7637	02/04/2017	1,025	0,930							1,090				
7638	02/04/2017	0,929	0,829			0,963				1,096				
7639	02/04/2017	0,929	0,839			0,959				1,109				
7640	02/04/2017	0,895	0,807							0,944				
7641	02/04/2017	0,899	0,799			0,903				1,003				
7642	02/04/2017	0,899	0,806			0,970				1,090				
