ID_ESTACION	Provincia	Municipio	Localidad	Código postal	Dirección	Margen	Longitud	Latitud	Rótulo	Tipo venta	Rem.	Horario
2652	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	COLONIA MONTEALGAIDA CL CENTRAL, 9	I	-6,320750	36,822972	EESS NTRA SRA DE LOS MILAGROS	P	dm	L-D: 07:00-23:00
2653	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	CARRETERA CA-603 KM. 0,500	D	-6,340694	36,762972	REPSOL	P	OM	L-D: 24H
2654	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	CARRETERA CHIPIONA (DE) KM. 0,5	D	-6,357806	36,770611	PETROL & GO	P	dm	L-D: 24H
2655	CÁDIZ	SETENIL DE LAS BODEGAS	SETENIL	11692	CARRETERA CR. CA-422 KM. 0,500	D	-5,169694	36,865056	CAMPSA	P	dm	L: 06:00-23:00
2656	CÁDIZ	TARIFA	TARIFA	11380	URBANIZACIÓN LA MARINA, 614	N	-5,607861	36,026333	TARIFUEL	P	dm	L-D: 24H
2657	CÁDIZ	TARIFA	TARIFA	11380	POLIGONO LA VEGA, 511	N	-5,609694	36,026528	WINDFUEL TARIFA LOW COST	P	dm	L-D: 24H
2658	CÁDIZ	TARIFA	TARIFA	11380	CARRETERA C.N.340, KM 94,2 MESON PANCHO KM. 94,2	N	-5,531417	36,067222	E.S. SALADILLO	P	dm	L-D: 24H
2659	CÁDIZ	TARIFA	TARIFA	11380	BATALLA DEL SALADO S/N	N	-5,608944	36,018750	REPSOL. MAXIGEL S.L. E.S.Nª Sª DE LA LUZ	P	OM	L-D: 07:00-23:00
2660	CÁDIZ	TARIFA	TARIFA	11380	N-340 km 82,1	I	-5,620167	36,037389	CEPSA	P	dm	L: 06:00-23:00
2661	CÁDIZ	TARIFA	TAHIVILLA	11391	CALLE PI TAHIVILLA, 1,2	D	-5,759111	36,187139	PETROLIFEROS DE TAHIVILLA	P	dm	L-D: 07:00-23:00
2662	CÁDIZ	TREBUJENA	TREBUJENA	11560	AVENIDA DE SEVILLA, 45	D	-6,171722	36,871722	REPSOL	P	dm	L-D: 06:00-23:00
2663	CÁDIZ	TREBUJENA	TREBUJENA	11560	POLIGONO EL BARRIAL SECTOR 10 PARCELA 72, S/N	D	-6,172083	36,862389	E.S EL BARRIAL S.L	P	dm	L-D: 06:00-22:00
2664	CÁDIZ	UBRIQUE	UBRIQUE	11600	CARRETERA A373 KM. 24,5	D	-5,450306	36,664417	BP	P	dm	L-D: 06:30-22:30
2665	CÁDIZ	UBRIQUE	UBRIQUE	11600	CR C-3331, 20	D	-5,452056	36,683250	REPSOL	P	OM	L-D: 06:30-22:30
2666	CÁDIZ	UBRIQUE	UBRIQUE	11600	CALLE REPUJADORES, 2	D	-5,452306	36,659667	GO UBRIQUE	P	dm	L-D: 24H
2667	CÁDIZ	VEJER DE LA FRONTERA	VEJER DE LA FRONTERA	11150	CARRETERA N-340 KM. 36,600	I	-5,961222	36,259833	CEPSA	P	OM	L-D: 07:00-22:00
2668	CÁDIZ	VEJER DE LA FRONTERA	VEJER DE LA FRONTERA	11150	CARRETERA CARRETERA A-343 KM. 1	I	-5,964694	36,261139	CEPSA	P	dm	L-S: 08:00-23:00
2669	CÁDIZ	VEJER DE LA FRONTERA	VEJER DE LA FRONTERA	11150	SANTO TOMAS DE VILLANUEVA Nº4	D	-5,886306	36,313667	DP	P	dm	L-D: 06:30-22:30
2670	CÁDIZ	VEJER DE LA FRONTERA	VEJER DE LA FRONTERA	11150	CARRETERA E-5/N-340 KM. 30,277	N	-6,025333	36,253333	GALP	P	dm	L-S: 07:00-21:00
2671	CÁDIZ	VEJER DE LA FRONTERA	PALMAR EL	11159	CARRETERA A-2230 KM. 7,1	N	-6,063889	36,238306	VEJER GADIR (II)	P	dm	L-D: 07:00-23:00
2672	CÁDIZ	VILLAMARTÍN	VILLAMARTIN	11650	AVENIDA ARCOS SIN NUMERO, SN	I	-5,652250	36,855833	REPSOL	P	OM	L: 06:00-22:00
2673	CÁDIZ	VILLAMARTÍN	VILLAMARTIN	11650	CARRETERA A-373 KM. 0,500	N	-5,628583	36,850583	GALP	P	dm	L-D: 24H
2674	CÁDIZ	VILLAMARTÍN	VILLAMARTIN	11650	AVENIDA ARCOS,DE, 18	N	-5,644889	36,855861	PETROEUROPA	P	dm	L-D: 07:00-00:00
2675	CÁDIZ	VILLAMARTÍN	VILLAMARTIN	11650	CARRETERA A-384 KM 23,600 KM. 23,600	D	-5,610472	36,863806	REPSOL	P	dm	L: 06:00-22:00
2676	CÁDIZ	VILLAMARTÍN	VILLAMARTIN	11650	AVENIDA ARCOS, 55	D	-5,655056	36,855639	HEMEGAS	P	dm	L-D: 24H
2677	CANTABRIA	ALFOZ DE LLOREDO	NOVALES	39526	CARRETERA 6316 KM. 10,5	I	-4,155194	43,395944	CEPSA	P	dm	L-D: 08:00-21:00
2678	CANTABRIA	AMPUERO	AMPUERO	39840	CR N-629 79,7	D	-3,418167	43,341889	REPSOL	P	OM	L-D: 08:00-22:00
2679	CANTABRIA	ARENAS DE IGUÑA	ARENAS DE IGUÑA	39450	CARRETERA N-611 KM. 163,2	I	-4,052444	43,181972	PETRONOR	P	OM	L-D: 06:00-22:00
2680	CANTABRIA	ARNUERO	ARNUERO	39195	CARRETERA ARGOÑOS SOMO KM. 28,7	D	-3,562250	43,469778	CAMPSA	P	OM	L-D: 07:00-22:00
2681	CANTABRIA	ARNUERO	ARNUERO	39195	CARRETERA CASTILLO SIETEVILLAS KM. S/N	N	-3,549028	43,459083	E.S. CARBURANTES DE ARNUERO S.L.	P	dm	L-D: 07:00-22:30
2682	CANTABRIA	ASTILLERO (EL)	BOO	39613	CALLE BOO, 52	D	-3,843500	43,412222	G2	P	dm	L-D: 24H
2683	CANTABRIA	ASTILLERO (EL)	GUARNIZO	39611	CALLE PROSPERIDAD, 61	D	-3,836111	43,404417	AREA DE SERVICIO LA PALMERA	P	dm	L-S: 07:00-13:00
2684	CANTABRIA	ASTILLERO (EL)	GUARNIZO	39611	CALLE PROSPERIDAD, 61	D	-3,835722	43,404583	GALP	P	dm	"L-J: 06:00-22:00; V-S: 00:00-00:00; D: 06:00-22:00"
2685	CANTABRIA	BÁRCENA DE CICERO	AMBROSERO	39791	AU A-8, 182	I	-3,542028	43,411417	REPSOL	P	OM	L-D: 06:00-22:00
2686	CANTABRIA	CABEZÓN DE LA SAL	CABEZON DE LA SAL	39500	CALLE CORREOS, SN	I	-4,235000	43,309389	REPSOL	P	OM	"L-S: 07:00-22:00; D: 08:00-14:00"
2687	CANTABRIA	CABEZÓN DE LA SAL	CABEZON DE LA SAL	39500	CARRETERA N 634 KM. 244,7	I	-3,665000	43,391056	CEPSA	P	OM	L-D: 07:00-23:00
2688	CANTABRIA	CABEZÓN DE LA SAL	CABROJO	39509	CARRETERA 634 KM. 244	D	-4,191639	43,327028	REPSOL	P	dm	L: 07:00-23:00
2689	CANTABRIA	CAMARGO	MALIAÑO	39600	AU A-10, 3	D	-3,835611	43,425278	REPSOL	P	OM	L-D: 06:00-22:00
2690	CANTABRIA	CAMARGO	MALIAÑO	39600	AU A-10, 5	D	-3,836333	43,412444	REPSOL	P	OM	L-D: 07:00-23:00
2691	CANTABRIA	CAMARGO	MALIAÑO	39600	P.I. CROS km CENTRO COMERCIAL M	N	-3,841861	43,425750	SHELL	P	OM	L-S: 08:00-21:30
2692	CANTABRIA	CAMARGO	MALIAÑO	39600	AVENIDA TORNADA, S/N	N	-3,804917	43,434694	12241	P	dm	"L-V: 08:30-13:30 y 16:30-19:00; S-D: 09:00-14:30"
2693	CANTABRIA	CAMARGO	MURIEDAS	39600	CARRETERA NACIONAL 635 KM. 2,7	N	-3,836944	43,428889	EROSKI	P	dm	L-D: 24H
2694	CANTABRIA	CAMARGO	MURIEDAS	39600	AVENIDA BURGOS, 65	D	-3,858806	43,419778	REPSOL	P	dm	L-D: 06:00-22:00
2695	CANTABRIA	CAMARGO	MURIEDAS	39600	AVENIDA BILBAO, 8	D	-3,852694	43,422806	CEPSA	P	OM	"L-V: 06:00-23:59; S-D: 07:00-23:00"
2696	CANTABRIA	CAMARGO	HERRERA	39608	N-611 km 202,3	D	-3,896667	43,438083	SHELL	P	dm	L-D: 07:00-23:00
2697	CANTABRIA	CAMPOO DE ENMEDIO	BOLMIR	39213	AUTOVIA A-67 KM. 133,4	D	-4,134083	42,986361	REPSOL	P	dm	L-D: 24H
2698	CANTABRIA	CAMPOO DE ENMEDIO	FOMBELLIDA	39213	CARRETERA N-611 KM. 130,1	D	-4,123389	42,940028	AVIA	P	dm	L-D: 24H
2699	CANTABRIA	CARTES	CARTES	39311	BARRIO DE RIOCORVO, 2 (N-611 PALENCIA-SANTANDER km 179,8)	I	-4,069278	43,314472	MEROIL	P	dm	L-D: 07:00-23:00
2700	CANTABRIA	CARTES	CARTES	39311	CARRETERA N-611 (ANTIGUA) KM. 182	I	-4,065500	43,331556	REPSOL	P	OM	L-D: 06:00-22:00
2701	CANTABRIA	CASTRO-URDIALES	CASTRO URDIALES	39700	BARRIO BRAZOMAR S/N, S/N	D	-3,212694	43,368778	REPSOL	P	dm	L-D: 24H
2702	CANTABRIA	CASTRO-URDIALES	CASTRO URDIALES	39700	AUTV.A-8 (AUTOV. CANTABRICO) km 141	N	-3,176389	43,354722	SHELL	P	dm	L-D: 08:30-20:30
2703	CANTABRIA	CASTRO-URDIALES	CASTRO URDIALES	39700	BARRIO BRAZOMAR, S/N	N	-3,218778	43,366833	EROSKI	P	dm	L-D: 24H
2704	CANTABRIA	CASTRO-URDIALES	CASTRO URDIALES	39700	CALLE SANTANDER, 27	D	-3,220833	43,383583	CAMPSA	P	OM	L: 08:00-22:00
2705	CANTABRIA	CASTRO-URDIALES	ISLARES	39798	CARRETERA IRUN-LA CORUÑA KM. 156	D	-3,302750	43,403361	E.S. ISLARES S.L.	P	dm	"L-S: 06:00-22:00; D: 08:00-22:00"
2706	CANTABRIA	CASTRO-URDIALES	ONTON	39706	CARRETERA N-634 KM. 136,400	D	-3,154750	43,341194	EL HAYA SERVICIOS S.A.	P	dm	L-D: 24H
2707	CANTABRIA	CASTRO-URDIALES	ONTON	39706	CARRETERA N-634 KM. 136,4	I	-3,155083	43,340917	EL HAYA SERVICIOS S.A.	P	dm	L-D: 24H
2708	CANTABRIA	CILLORIGO DE LIÉBANA	OJEDO	39585	CN-621 km 150	N	-4,606194	43,167083	ESTACION DE SERVICIO LIEBANA S.L	P	dm	L-D: 07:00-22:00
2709	CANTABRIA	COLINDRES	COLINDRES	39750	CARRETERA N-634 KM. 173,3	I	-3,458722	43,394806	PETRONOR	P	OM	L-D: 06:00-22:00
2710	CANTABRIA	CORRALES DE BUELNA (LOS)	CORRALES (LOS)	39400	CARRETERA NACIONAL 611 KM. 170,940	N	-4,070972	43,252444	SHELL	P	OM	L-D: 06:00-22:00
2711	CANTABRIA	CORRALES DE BUELNA (LOS)	SOMAHOZ	39400	BARRIO SOMAHOZ	I	-4,064672	43,248792	E.S. MARJA	P	dm	L-S: 07:00-23:00
2712	CANTABRIA	CORRALES DE BUELNA (LOS)	LOS CORRALES DE BUELNA	39408	BARRIO SAN MATEO (CR N-611  PALENCIA-SANTANDER km 174)	D	-4,073861	43,268583	E.S. SOMAHOZ	P	dm	L-D: 24H
2713	CANTABRIA	CORVERA DE TORANZO	ONTANEDA	39680	AVENIDA CARRETERA GENERAL, 623	D	-3,923083	43,197111	REPSOL	P	OM	L: 08:30-21:00
2714	CANTABRIA	CORVERA DE TORANZO	VILLEGAR	39699	CR N-623, 116	I	-3,943222	43,218333	REPSOL	P	OM	L-D: 06:00-22:00
2715	CANTABRIA	ENTRAMBASAGUAS	HOZNAYO	39716	CARRETERA N-634 KM. 195	I	-3,685028	43,388417	REPSOL	P	dm	L-D: 24H
2716	CANTABRIA	ENTRAMBASAGUAS	HOZNAYO	39716	CTRA. N-634 km 196	I	-3,687083	43,388583	REPSOL	P	dm	L-D: 07:00-23:00
2717	CANTABRIA	ENTRAMBASAGUAS	HOZNAYO	39716	AU A-8, 195	D	-3,683500	43,389806	REPSOL	P	OM	"L-V: 07:00-21:00; S-D: 08:00-21:00"
2718	CANTABRIA	ESCALANTE	ESCALANTE	39795	CARRETERA CA-148 KM. 0,3	I	-3,522444	43,426083	REPSOL	P	OM	L-D: 06:00-22:00
2719	CANTABRIA	HAZAS DE CESTO	BERANGA	39730	CARRETERA IRUN-LA CORUÑA KM. 188	I	-3,578556	43,414194	REPSOL	P	dm	L: 06:00-22:00
2720	CANTABRIA	LAREDO	LAREDO	39770	CARRETERA N-634 KM. 171	D	-3,439222	43,399833	REPSOL	P	OM	L-D: 07:00-23:00
2721	CANTABRIA	LAREDO	LAREDO	39770	CALLE RECONQUISTA DE SEVILLA, S/N	D	-3,412750	43,410722	REPSOL	P	OM	L-D: 07:00-23:00
2722	CANTABRIA	LIENDO	LIENDO	39776	N-634 km 165	D	-3,365528	43,398583	VALLE DE LIENDO	P	dm	L-D: 07:30-22:00
2723	CANTABRIA	LIÉRGANES	PAMANES	39718	CARRETERA NACIONAL 634 km 204,850	I	-3,767750	43,358972	AREA DE SERVICIO PAMANES	P	dm	L-D: 06:00-22:00
2724	CANTABRIA	MARINA DE CUDEYO	GAJANO	39792	CARRETERA CA-141 KM. 4	D	-3,776639	43,412222	REPSOL	P	OM	L-S: 07:30-21:30
2725	CANTABRIA	MARINA DE CUDEYO	ELECHAS	39130	CARRETERA CR CA-141 KM. 7,8	D	-3,769333	43,425833	REPSOL	P	OM	L-D: 7:30-22:00
2726	CANTABRIA	MEDIO CUDEYO	SOLARES	39710	CARRETERA N-634A KM. 199,5	I	-3,737750	43,383472	CEPSA	P	OM	L-D: 06:00-23:59
2727	CANTABRIA	MEDIO CUDEYO	HERAS	39792	CARRETERA N-635 KM. 10,200	D	-3,787222	43,396583	AVIA	P	dm	L-D: 24H
2728	CANTABRIA	MERUELO	SAN MAMES DE MERUELO	39192	CR CA-147, 4,7	I	-3,562611	43,447306	REPSOL	P	OM	L-D: 06:00-23:00
2729	CANTABRIA	MIENGO	GORNAZO	39310	CTRA.A-67 (MARGEN IZQUIERDO) km 13	N	-3,985806	43,406722	SHELL	P	dm	L-D: 24H
2730	CANTABRIA	MIENGO	GORNAZO	39310	CTRA.A-67 (MARGEN DERECHO) km 13	N	-3,987222	43,407778	SHELL	P	dm	L-D: 24H
2731	CANTABRIA	MIENGO	CUDON	39318	AVENIDA CANTABRIA, 1495	N	-4,011222	43,413833	EL CENTRO	P	dm	L-D: 08:00-22:00
2732	CANTABRIA	MOLLEDO	SANTA OLALLA	39430	CARRETERA N-611 KM. 159	D	-4,049000	43,131389	PETRONOR	P	dm	L-D: 24H
2733	CANTABRIA	PIÉLAGOS	RENEDO	39470	AVENIDA LUIS DE LA CONCHA, 63	N	-3,955306	43,355222	AVIA	P	dm	L-D: 05:30-00:00
2734	CANTABRIA	PIÉLAGOS	PARBAYON	39612	CARRETERA N-623 KM. 136	D	-3,924083	43,358278	GALP	P	dm	"L-J: 06:00-23:00; V-S: 00:00-00:00; D: 06:00-23:00"
2735	CANTABRIA	PIÉLAGOS	ARCE	39478	CARRETERA N-611 KM. 197	D	-3,945806	43,408472	CEPSA	P	OM	L-D: 07:00-23:00
2736	CANTABRIA	POLANCO	REQUEJADA	39312	BARRIO REQUEJADA  EN  REQUEJADA, 2	N	-4,021694	43,391667	E.S. POLANCO BP	P	dm	L-D: 24H
2737	CANTABRIA	POLANCO	REQUEJADA	39312	BARRIO LAS VIÑAS H, 12	I	-4,027889	43,389556	REPSOL	P	OM	"L-V: 07:00-14:00 y 16:00-20:30; S: 08:00-14:00"
2738	CANTABRIA	POTES	POTES	39570	CARRETERA N-621 KM. 148	D	-4,619778	43,155750	CEPSA	P	OM	L-D: 08:00-20:00
2739	CANTABRIA	PUENTE VIESGO	PUENTE VIESGO	39670	N-623 km 28	D	-3,967583	43,328167	MEROIL	P	dm	L-D: 07:00-22:30
2740	CANTABRIA	RAMALES DE LA VICTORIA	RAMALES DE LA VICTORIA	39800	N-629 CERECEDA-COLINDRES km 67.8	I	-3,461944	43,251889	AVIA	P	dm	L-D: 06:00-23:00
2741	CANTABRIA	REINOSA	REINOSA	39200	AVENIDA CANTABRIA, 73	I	-4,131667	43,003861	REPSOL	P	dm	"L-S: 07:00-22:30; D: 08:00-22:30"
2742	CANTABRIA	REINOSA	REINOSA	39200	AVENIDA CANTABRIA, 99	N	-4,128750	43,007139	PARTE	P	dm	L-D: 06:00-00:00
2743	CANTABRIA	REOCÍN	REOCIN	39538	C/ LA MIES S/N (AUTOVIA A-8 km 234)	I	-4,093056	43,353889	CRESMAR	P	dm	L-D: 07:00-23:00
2744	CANTABRIA	REOCÍN	PUENTE SAN MIGUEL	39530	CARRETERA PUENTE SAN MIGUEL- SANTILLANA DEL MAR KM. 1,2	D	-4,087194	43,365056	PETRONOR	P	OM	"L-S: 07:00-22:00; D: 08:00-22:00"
2745	CANTABRIA	REOCÍN	PUENTE SAN MIGUEL	39530	AUTOVIA AUTOVIA DEL CANTABRICOA-8 KM. 234	N	-4,094167	43,356000	SHELL	P	dm	L-D: 24H
2746	CANTABRIA	RIBAMONTÁN AL MAR	CASTANEDO	39150	CALLE CASTANEDO-EL SOLARON, 13	D	-3,698944	43,446667	AVIA	P	dm	L-D: 07:00-22:00
2747	CANTABRIA	RIBAMONTÁN AL MAR	LOREDO	39160	AVENIDA ZUÑEDA, 7	D	-3,709000	43,456333	E.S. TRINIDAD	P	dm	L-D: 07:00-23:00
2748	CANTABRIA	RIBAMONTÁN AL MONTE	ANERO	39794	AUTOVIA A-8 KM. 194	D	-3,665000	43,391056	CEPSA	P	OM	L-D: 24H
2749	CANTABRIA	RIONANSA	PUENTENANSA	39554	CARRETERA CA-182 KM. 15,4	D	-4,405361	43,254194	PETRONOR	P	OM	"L-S: 7:30-22:00; D: 09:00-22:00"
2750	CANTABRIA	RIOTUERTO	CAVADA (LA)	39720	BALDELAZON S/N (S-533 km 4,2)	N	-3,709833	43,357750	EESS LA CAVADA	P	dm	L: 08:00-22:00
2751	CANTABRIA	RUENTE	RUENTE	39513	CARRETERA COMARCAL 625 KM. 48400	N	-4,249639	43,269333	SHELL	P	dm	L-D: 24H
2752	CANTABRIA	RUILOBA	RUILOBUCA	39527	CARRETERA EL PORTILLO KM. 21,5	I	-4,279472	43,387639	REPSOL	P	OM	L-D: 07:00-10:00
2753	CANTABRIA	SAN FELICES DE BUELNA	JAIN	39409	CARRETERA LOS CORRALES DE BUELNA-PUENTE VIESGO KM. 1,500	D	-4,052917	43,266639	AREA DE SERVICIO LA AGÜERA	P	dm	L-S: 07:30-22:30
2754	CANTABRIA	SAN VICENTE DE LA BARQUERA	SAN VICENTE DE LA BARQUERA	39540	CARRETERA E-70/N-634 KM. 270	I	-4,407833	43,388361	E.S.SOLBAS	P	dm	L-D: 06:00-22:00
2755	CANTABRIA	SANTA CRUZ DE BEZANA	SOTO DE LA MARINA	39110	AVENIDA MARQUES DE VALDECILLA, 135	N	-3,884028	43,467139	LA OLA MARINA-(AVIA)	P	dm	"L-S: 06:30-00:30; D: 07:30-00:30"
2756	CANTABRIA	SANTA CRUZ DE BEZANA	SOTO DE LA MARINA	39110	CALLE JOSE MARIA PEREDA, 6	I	-3,875944	43,464056	SHELL	P	dm	L-D: 24H
2757	CANTABRIA	SANTA CRUZ DE BEZANA	SANTA CRUZ DE BEZANA	39100	AVENIDA SANTA CRUZ (LA), 34	D	-3,913611	43,432944	REPOSTA BEZANA	P	dm	L-D: 24H
2758	CANTABRIA	SANTA CRUZ DE BEZANA	SANTA CRUZ DE BEZANA	39100	AVENIDA MARQUES DE VALDECILLA, 121	N	-3,890611	43,467806	EXPOMARINA	P	dm	L-D: 07:00-23:00
2759	CANTABRIA	SANTA CRUZ DE BEZANA	MOMPIA	39108	CTRA.  S- 464 km 0,5	D	-3,917694	43,433222	STAR PETROLEUM	P	dm	L: 07:00-22:00
2760	CANTABRIA	SANTA MARÍA DE CAYÓN	ENCINA (LA)	39627	CARRETERA IRUN-LA CORUÑA KM. 217	D	-3,867861	43,320694	REPSOL	P	dm	L: 06:00-22:00
2761	CANTABRIA	SANTANDER	SANTANDER	39010	AVENIDA VALDECILLA, 10	D	-3,828917	43,458028	AVIA	P	dm	L-D: 24H
2762	CANTABRIA	SANTANDER	SANTANDER	39004	PLAZA MATIAS MONTERO, S/N	N	-3,796361	43,462667	CAMPSA	P	OM	L-D: 08:00-22:30
2763	CANTABRIA	SANTANDER	SANTANDER	39011	AV. PARAYAS, S/N	D	-3,830472	43,450056	EASYGAS	P	dm	L-D: 24H
2764	CANTABRIA	SANTANDER	SANTANDER	39011	CALLE LA PESETA, 1	D	-3,839111	43,440500	E.S.NUEVA MONTAÑA	P	dm	L-D: 07:00-23:00
2765	CANTABRIA	SANTANDER	SANTANDER	39011	CARRETERA N-623 KM. 390	D	-3,854528	43,447639	GALP	P	dm	L-D: 24H
2766	CANTABRIA	SANTANDER	SANTANDER	39011	AVENIDA CARDENAL HERRERA ORIA, 38	N	-3,841194	43,459083	REPSOL	P	dm	L: 06:00-22:00
2767	CANTABRIA	SANTANDER	SANTANDER	39011	AVENIDA VICENTE TRUEBA, SN	N	-3,856917	43,457083	GALP	P	dm	L-D: 07:00-23:00
2768	CANTABRIA	SANTANDER	SANTANDER	39011	AREA, ARRABAL PUERTO DE RAOS, 8	N	-3,833333	43,434139	E.E.S.S. MAS, S.L.	P	dm	L-S: 07:00-22:00
2769	CANTABRIA	SANTANDER	SANTANDER	39011	CALLE EL EMPALME, 	N	-3,853750	43,446444	CARREFOUR	P	dm	L-D: 24H
2770	CANTABRIA	SANTANDER	SANTANDER	39011	CALLE JOAQUÍN RODRIGUO, 2	N	-3,863361	43,456306	CARREFOUR	P	dm	L-D: 24H
2771	CANTABRIA	SANTANDER	SANTANDER	39011	BARRIO CAMARREAL, 150	D	-3,874222	43,444361	REPSOL	P	OM	L-D: 07:00-10:30
2772	CANTABRIA	SANTANDER	SANTANDER	39011	POLIGONO EL CAMPON,, S/N	N	-3,859694	43,451250	REPSOL	P	dm	L-S: 06:00-22:00
2773	CANTABRIA	SANTANDER	SANTANDER	39011	ISLA DEL OLEO 19 - POL. IND. NUEVA MONTAÑA	D	-3,847056	43,441722	BEROIL	P	dm	L-D: 24H
2774	CANTABRIA	SANTANDER	SANTANDER	39011	CALLE NAOS, 1	N	-3,836528	43,434889	PETRONOR	P	dm	L: 07:00-23:00
2775	CANTABRIA	SANTANDER	SANTANDER	39005	CALLE JOAQUIN COSTA, SN	D	-3,781806	43,471500	REPSOL	P	OM	L: 08:00-22:00
2776	CANTABRIA	SANTANDER	SANTANDER	39005	AVENIDA CASTROS (LOS), 113	D	-3,816250	43,468056	 SHELL	P	OM	L-D: 07:00-23:00
2777	CANTABRIA	SANTANDER	SANTANDER	39012	CALLE REPUENTE, 6	N	-3,833917	43,464861	GALP	P	OM	L-D: 06:30-22:30
2778	CANTABRIA	SANTANDER	SANTANDER	39012	CR CA-230 (ALBERICIA-SARDINERO, 0,1	I	-3,838528	43,463083	REPSOL	P	OM	L-D: 06:00-23:00
2779	CANTABRIA	SANTANDER	SANTANDER	39012	CALLE CAMUS, 75	D	-3,800083	43,485333	MEROIL	P	dm	L-D: 07:30-22:30
2780	CANTABRIA	SANTANDER	SANTANDER	39012	CALLE REPUENTE, 35	N	-3,833250	43,464556	SHELL 	P	dm	L-D: 06:00-00:00
2781	CANTABRIA	SANTANDER	SANTANDER	39012	CALLE JOSEFA DE LA MAZA, 2	D	-3,834000	43,466917	CEPSA	P	OM	L-D: 06:00-23:59
2782	CANTABRIA	SANTANDER	SANTANDER	39009	CL CASTILLA, 91	D	-3,824139	43,453556	REPSOL	P	OM	L-D: 24H
2783	CANTABRIA	SANTANDER	PEÑACASTILLO	39011	CALLE JOAQUIN SALAS Nº 6, 6	D	-3,864639	43,440028	BP MERCASANTANDER	P	dm	"L-V: 07:00-22:00; S: 08:00-21:00; D: 09:00-21:00"
2784	CANTABRIA	SANTILLANA DEL MAR	VIVEDA	39314	CA-131 km 2	D	-4,059750	43,378278	REPSOL	P	OM	L-D: 07:00-22:00
2785	CANTABRIA	SANTIURDE DE TORANZO	IRUZ	39691	CARRETERA CA-270 KM. 1,1	D	-3,935306	43,272972	REPSOL	P	dm	"L-S: 08:00-22:00; D: 09:00-22:00"
2786	CANTABRIA	SANTOÑA	SANTOÑA	39740	CR CA-141, 38,0	D	-3,457083	43,449583	REPSOL	P	OM	L-D: 06:00-22:00
2787	CANTABRIA	SOBA	SOBA	39806	BARRIO SAN JUAN DE SOBA (CTRA- COMARCAL RAMALES-VALLE D km 6,4)	I	-3,472361	43,209722	(SIN RÓTULO)	P	dm	"L-V: 07:00-13:00 y 15:00-19:00; S: 07:00-13:00"
2788	CANTABRIA	SUANCES	SUANCES	39340	AVDA. JOSE ANTONIO, 46,0 (S-472 km 5,3)	I	-4,039000	43,420056	CEPSA	P	OM	L-D: 06:30-22:00
2789	CANTABRIA	SUANCES	HINOJEDO	39350	AVENIDA SAN SATURNINO, S/N	D	-4,049056	43,397806	REPSOL	P	dm	L: 06:00-22:00
2790	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	PASEO JULIO HAUZEUR, 6	N	-4,058583	43,351528	AREA DE SERVICIO TORRELAVEGA	P	dm	L-D: 07:00-23:00
2791	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	PABLO GARNICA S/N, ESQ. PINTOR PANCHO COSSIO	N	-4,050667	43,352139	SHELL	P	dm	L-D: 07:00-23:00
2792	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	AVENIDA SOLVAY, 85	I	-4,042861	43,369667	MEROIL	P	dm	L-D: 24H
2793	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	AVENIDA BILBAO, POLIGONO LOS OCHOS, S/N	N	-4,031000	43,341167	CARREFOUR	P	dm	L-D: 24H
2794	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	AVDA. OVIEDO, 24 (N-634A km 232,3)	D	-4,069472	43,356056	CEPSA	P	OM	L-V: 08:00-14:00
2795	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	AVDA. OVIEDO, 24 (N-634A km 232,3)	I	-4,069472	43,355972	CEPSA	P	OM	L-D: 06:00-23:59
2796	CANTABRIA	TORRELAVEGA	TORRELAVEGA	39300	AVDA. FERNANDEZ VALLEJO, 12	N	-4,046338	43,343792	RUYCOPETROL, S.L.	P	dm	L-D: 07:00-23:00
2797	CANTABRIA	TORRELAVEGA	SIERRAPANDO	39317	AVENIDA DE BILBAO, 117 / CTRA. N-634 KM 232, 5	D	-4,029417	43,341000	REPSOL	P	OM	L-D: 06:00-22:00
2798	CANTABRIA	TORRELAVEGA	TANOS	39316	PASEO JULIO HAUZEUR, 2	D	-4,057694	43,351194	CEPSA	P	dm	L-D: 07:00-22:00
2799	CANTABRIA	VAL DE SAN VICENTE	PESUES	39548	LANSAR, S/N (N-634 km 284,5)	I	-4,496616	43,374820	COMBUSCAN	P	dm	L: 06:00-23:00
2800	CANTABRIA	VAL DE SAN VICENTE	PESUES	39548	CARRETERA E-70/N-634 KM. 279	I	-4,503889	43,375028	AVIA	P	dm	L-D: 24H
2801	CANTABRIA	VALDÁLIGA	VALDALIGA	39592	CN-634 km 255,7	I	-4,309000	43,319556	E.S. TRECEÑO S.L.	P	dm	L: 06:00-23:00
2802	CANTABRIA	VALDÁLIGA	VALDALIGA	39593	AU  A-8 ,P.K. 256	D	-4,329278	43,333972	REPSOL	P	OM	L-D: 24H
