ID_ESTACION	Provincia	Municipio	Localidad	Código postal	Dirección	Margen	Longitud	Latitud	Rótulo	Tipo venta	Rem.	Horario
2518	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	POLIGONO EL TORNO II, S/N	N	-6,152639	36,425389	BP URBISUR	P	dm	L-D: 24H
2519	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	"URBANIZACIÓN PARCELA 2 DEL SUNC-TU 24 ""CAMINO DEL LOBO 1"", 1"	N	-6,141944	36,431333	EASYFUEL	P	dm	L-D: 24H
2520	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	CARRETERA BARROSA-CHICLANA DE LA FRONTERA-SANCTI PETRI KM. 2,5	D	-6,176694	36,393556	CEPSA	P	OM	L-D: 07:00-23:00
2521	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	ALAMEDA SOLANO, 18 (N-340A km 5,1)	I	-6,144250	36,426639	CEPSA	P	OM	L-D: 06:00-23:00
2522	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	AVENIDA REYES CATOLICOS, 15	I	-6,143028	36,415417	REPSOL	P	OM	L-D: 06:00-23:00
2523	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	CARRETERA FUENTE AMARGA KM. 151	D	-6,145778	36,394194	BP EL FLORIN	P	dm	L-D: 24H
2524	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	POLIGONO EL TORNO, AVDA. DESCUBRIMIENTOS ESQ. ALAMEDA DE SOLANO, S/N	N	-6,143528	36,429333	BP LA BAHIA	P	dm	L-D: 24H
2525	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	CALLE SEVERO OCHOA, 23	D	-6,154194	36,426583	CLC CALIDAD LOW COST	P	dm	L-D: 24H
2526	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	AVENIDA DE LOS DESCUBRIMIENTOS, 64	D	-6,151083	36,428444	BALLENOIL	P	dm	L-D: 24H
2527	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11130	AVENIDA MUEBLE DEL, 28	D	-6,143750	36,439250	REPOSTA CHICLANA	P	dm	L-D: 24H
2528	CÁDIZ	CHICLANA DE LA FRONTERA	CHICLANA DE LA FRONTERA	11139	CAMINO AGUILA REAL, 22	D	-6,169250	36,393583	BALLENOIL	P	dm	L-D: 24H
2529	CÁDIZ	CHIPIONA	CHIPIONA	11550	AVENIDA DE LA ESTACION, S/N	D	-6,422417	36,736083	CEPSA	P	OM	L-D: 07:00-23:00
2530	CÁDIZ	CHIPIONA	CHIPIONA	11550	CARRETERA A 480 KM. 1,2	D	-6,405556	36,742722	REPSOL	P	OM	L-D: 07:00-23:00
2531	CÁDIZ	CHIPIONA	CHIPIONA	11550	CARRETERA A-480 KM. 24,1	D	-6,384889	36,746639	CEPSA	P	OM	L-D: 07:00-23:00
2532	CÁDIZ	CHIPIONA	CHIPIONA	11550	AVENIDA DIPUTACION, 1	D	-6,432750	36,738833	CEPSA	P	OM	L-D: 07:00-23:00
2533	CÁDIZ	CONIL DE LA FRONTERA	CONIL DE LA FRONTERA	11140	AVENIDA DE LA MUSICA, 8	D	-6,084083	36,284194	PETROLIA	P	dm	L-D: 24H
2534	CÁDIZ	CONIL DE LA FRONTERA	CONIL DE LA FRONTERA	11140	CALLE CARRETERA, 37	I	-6,084028	36,281472	REPSOL	P	dm	L: 06:00-23:00
2535	CÁDIZ	CONIL DE LA FRONTERA	CONIL DE LA FRONTERA	11140	CALLE GONZALO SANCHEZ FUENTES, 2	N	-6,089806	36,281194	REPSOL	P	OM	L-D: 07:00-23:00
2536	CÁDIZ	CONIL DE LA FRONTERA	CONIL DE LA FRONTERA	11140	CARRETERA CADIZ-MALAGA KM. 16,700	I	-6,093639	36,339833	REPSOL	P	OM	L-D: 06:00-23:00
2537	CÁDIZ	CONIL DE LA FRONTERA	CONIL DE LA FRONTERA	11149	AUTOVIA A48 KM. 24,400	D	-6,057056	36,309917	BP	P	dm	L-D: 24H
2538	CÁDIZ	CONIL DE LA FRONTERA	CONIL DE LA FRONTERA	11149	AUTOVIA AUTOVIA DE LA LUZ KM. 24,400	I	-6,055500	36,309028	BP	P	dm	L-D: 24H
2539	CÁDIZ	GRAZALEMA	GRAZALEMA	11610	CARRETERA C-344 KM. 53	I	-5,367972	36,760472	CEPSA	P	dm	L-D: 24H
2540	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	AVENIDA ALCALDE CANTOS ROPERO, 89	D	-6,131389	36,658528	FULL OIL	P	dm	L-D: 24H
2541	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	ROTONDA CUATRO CAMINOS, S/N	D	-6,144944	36,677889	REPSOL	P	OM	L-D: 06:00-23:00
2542	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	CALLE SUDAFRICA, 134	D	-6,134333	36,651778	A3.81	P	dm	"L-V: 07:00-22:00; S: 07:00-19:00; D: 08:00-14:00"
2543	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	AV. DE SANLUCAR,  S/N	N	-6,147333	36,679306	GALP	P	dm	L-D: 06:00-22:00
2544	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	CALLE RONDA AURORA BOREAL, 3	N	-6,157806	36,694972	ALCAMPO	P	dm	"L-S: 07:00-23:00; D: 10:00-22:00"
2545	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	CARRETERA CIRCUNVALACION KM. 639,8	I	-6,153028	36,684333	SHELL	P	dm	L-D: 24H
2546	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	A 480 KM 25,8	I	-6,163639	36,682111	SHELL	P	OM	"L-V: 05:00-23:00; S-D: 08:00-22:00"
2547	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	CARRETERA CALVARIO (EL) KM. S/N	N	-6,162750	36,698722	SHELL	P	OM	L-D: 06:00-00:00
2548	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	CARRETERA ANTIGUA N-IV KM. 639,5	N	-6,154750	36,687750	GALP	P	OM	L-D: 24H
2549	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	CALLE JARDINERIA, 1	I	-6,152889	36,679611	ECONOIL	P	dm	L-D: 24H
2550	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11408	POLIGONO SUR MANZANA 23 UE-2H, 1	N	-6,145167	36,670222	TAMOIL	P	OM	L-D: 24H
2551	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11404	BARRIADA LA PLATA, S/N	D	-6,142833	36,692972	REPSOL	P	dm	L-D: 07:00-23:00
2552	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	AP-4 (MRG.DCHO.) km 70	D	-6,044722	36,781500	CEPSA	P	OM	L-D: 07:00-23:00
2553	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	AP-4 (MRG.IZDO.) km 70	I	-6,043167	36,781250	CEPSA	P	OM	L-D: 07:00-23:00
2554	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	CARRETERA N-IV KM. 632	I	-6,095194	36,726972	CEPSA	P	dm	L-D: 24H
2555	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	AVENIDA DUQUE DE ABRANTES, S/N	D	-6,134167	36,695361	REPSOL	P	OM	L-D: 07:00-23:00
2556	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	CARRETERA N-IV KM. 635	I	-6,117000	36,706028	CEPSA	P	OM	L-D: 07:00-23:00
2557	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	CARRETERA MADRID CADIZ KM. 15	D	-6,114778	36,708028	REPOSTA JEREZ	P	dm	L-D: 24H
2558	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	A- 4 km 628.5	I	-6,071500	36,758528	SHELL	P	OM	L-D: 07:00-23:00
2559	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	CARRETERA NACIONAL IV ,KM 641 (PTA DEL SUR) KM. 641	N	-6,151306	36,673417	CARREFOUR	P	dm	L-D: 24H
2560	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	AVENIDA PRESIDENTE ADOLFO SUAREZ, 4	I	-6,125028	36,706694	REPSOL	P	OM	L-D: 24H
2561	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11407	AVENIDA PRESIDENTE ADOLFO SUAREZ, 3	D	-6,125056	36,707083	REPSOL	P	OM	L-D: 07:00-23:00
2562	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	CL PASEO DE LAS DELICIAS, 1	D	-6,125417	36,681028	REPSOL	P	OM	L-D: 24H
2563	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	CARRETERA C-440 KM. 2	D	-6,123972	36,677167	REPSOL	P	OM	L-D: 06:00-22:00
2564	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	AVENIDA ARCOS C/V CALLE LAGUNA, S/N	N	-6,100917	36,694278	GALP	P	OM	L-D: 24H
2565	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	AVENIDA MEDINA SIDONIA, S/N	N	-6,123944	36,677167	REPSOL	P	dm	"L-J: 06:00-22:00; V-S: 24H; D: 06:00-22:00"
2566	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	CARRETERA A-471 KM. 54	I	-6,271917	36,778722	LIBRE	P	dm	L-D: 06:00-22:00
2567	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	NUEVA RONDA ESTE. GTA.BARRIADA NUEVA	N	-6,110222	36,673722	BP	P	dm	L-D: 24H
2568	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11406	AUTOVIA A-381 KM. 2,5	I	-6,074139	36,634833	REPSOL	P	dm	"L-V: 06:00-22:00; S-D: 07:00-22:00"
2569	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	AVENIDA ARCOS, 59	D	-6,117833	36,686444	REPSOL	P	dm	L-D: 7:00-23:00
2570	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	AVENIDA EUROPA, S/N	D	-6,113278	36,696917	CARREFOUR	P	dm	"L-J: 06:00-01:00; V-S: 06:00-01:30; D: 08:30-01:00"
2571	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	CALLE MARTIN FERRADOR, SN	D	-6,127417	36,690056	REPSOL	P	OM	L-D: 24H
2572	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	AVENIDA EUROPA, S/N	N	-6,111694	36,697972	GALP ENERGIA	P	dm	L-D: 07:00-23:00
2573	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	CARRETERA N-342 KM. 4	I	-6,096778	36,697028	REPSOL	P	OM	L-D: 07:00-23:00
2574	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	CL BARRIO CAULINA -(CRTA ACCESO N-4	D	-6,092056	36,701556	REPSOL	P	OM	L-D: 06:00-22:00
2575	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11405	FERNANDO PORTILLO	N	-6,107000	36,697444	GALP	P	dm	L-D: 06:00-22:00
2576	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11400	CARRETERA A-381 KM. 17	I	-5,981694	36,524694	GALP	P	OM	L-D: 24H
2577	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11400	CALLE OPALO, 17	N	-6,112861	36,664194	REPSOL BUTANO	P	OM	"L-V: 09:00-13:00 y 14:00-16:00; S: 09:00-13:00"
2578	CÁDIZ	JEREZ DE LA FRONTERA	GUADALCACIN DEL CAUDILLO	11591	CARRETERA JEREZ - GUADALCACIN KM. 0	I	-6,089194	36,711556	CAMPSA	P	OM	L-D: 06:30-23:00
2579	CÁDIZ	JEREZ DE LA FRONTERA	BARCA DE LA FLORIDA (LA)	11570	CARRETERA CORTES (DE) KM. 26	D	-5,926306	36,647972	COOPERATIVA LA FLORIDA	P	dm	L-D: 24H
2580	CÁDIZ	JEREZ DE LA FRONTERA	BARCA DE LA FLORIDA (LA)	11570	CARRETERA DE CORTES KM. 18	D	-5,934444	36,649556	REPSOL	P	OM	"L-V: 07:00-22:00; S-D: 08:00-22:00"
2581	CÁDIZ	JEREZ DE LA FRONTERA	JEREZ DE LA FRONTERA	11570	A-2003 km 25,5	D	-5,857505	36,628164	LIBRE	P	dm	L-D: 07:00-22:00
2582	CÁDIZ	JEREZ DE LA FRONTERA	TORRECERA	11595	CARRETERA A-381 KM. 11,500	D	-6,023556	36,568944	REPSOL	P	OM	L-D: 24H
2583	CÁDIZ	JIMENA DE LA FRONTERA	JIMENA DE LA FRONTERA	11330	CALLE LOS ANGELES, 13	I	-5,435833	36,421278	CEPSA	P	dm	"L-V: 06:00-23:00; S: 06:00-23:30; D: 06:30-23:00"
2584	CÁDIZ	JIMENA DE LA FRONTERA	SAN PABLO DE BUCEITE	11320	CARRETERA C-341 KM. 112,7	D	-5,418250	36,464167	REPSOL	P	dm	"L-S: 06:00-23:00; D: 07:00-23:00"
2585	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	AVDA.DE LAS INDUSTRIAS, 40	D	-5,361167	36,174667	E.S.CAMPO DE GIBRALTAR	P	dm	L-D: 07:00-23:00
2586	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	CARRETERA A-383 KM. 4,7	I	-5,345750	36,199194	REPSOL	P	OM	L-D: 24H
2587	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	POLIGONO ZABAL BAJO, 6,3	D	-5,349861	36,186639	CEPSA	P	OM	L-D: 24H
2588	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	AVENIDA AVDA. DE LA COLONIA, 9	N	-5,362028	36,174250	CARREFOUR	P	dm	L-D: 24H
2589	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	AVENIDA RONDA NORTE, 2	N	-5,349111	36,177111	SHELL	P	OM	L: 06:00-00:00
2590	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	CARRETERA CARRETERA COMARCAL 233 KM. 5,8	D	-5,348278	36,191222	OCTANPLUS S.L. AGLA	P	dm	L: 24H
2591	CÁDIZ	LÍNEA DE LA CONCEPCIÓN (LA)	LINEA LA CONCEPCION (LA)	11300	AVENIDA DE CARTAGENA ESQ. CAMINO TORRENUEVA, S/N	N	-5,338889	36,176833	BP	P	dm	L-D: 24H
2592	CÁDIZ	MEDINA-SIDONIA	MEDINA-SIDONIA	11170	PLAZA DEL PUNTO, 000	I	-5,929278	36,460806	CEPSA	P	OM	L-D: 07:00-22:00
2593	CÁDIZ	MEDINA-SIDONIA	MEDINA-SIDONIA	11170	CARRETERA CR-440,32C-440 KM. 32	I	-5,915833	36,479472	REPSOL	P	OM	L-D: 06:30-22:00
2594	CÁDIZ	MEDINA-SIDONIA	MEDINA-SIDONIA	11170	AVENIDA PRADO DE LA FERIA, 6	N	-5,945861	36,470667	GALP	P	dm	L-D: 06:30-22:30
2595	CÁDIZ	OLVERA	OLVERA	11690	AVENIDA JULIAN BESTEIRO, 41	N	-5,254694	36,934167	PETRONOR	P	dm	L-D: 08:00-21:00
2596	CÁDIZ	PATERNA DE RIVERA	PATERNA DE RIVERA	11178	AVENIDA ANDALUCIA, 97	N	-5,861222	36,520167	REPSOL	P	dm	L-D: 07:00-22:00
2597	CÁDIZ	PRADO DEL REY	PRADO DEL REY	11660	AVENIDA FELIX RODRIGUEZ DE LA FUENTE, S/N	N	-5,558778	36,784500	BP	P	dm	L-D: 08:00-21:00
2598	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CALLE ALFRED NOBEL, 9	D	-6,200583	36,606778	CLC CALIDAD LOW COST	P	dm	L-D: 24H
2599	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA NACIONAL IV, MUELLE PESQUERO KM. 654	D	-6,223861	36,594667	E.S. LA LONJA	P	dm	L-D: 24H
2600	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA N-IV KM. 653,2	D	-6,223500	36,591667	GRUPO CRIADO	P	dm	L-D: 24H
2601	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA N-IVA KM. 654	D	-6,222861	36,593694	CEPSA	P	OM	L-D: 06:00-00:00
2602	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA A-2001 KM. 5	D	-6,260139	36,642444	REPSOL	P	dm	L-D: 24H
2603	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CALLE P.I.SALINAS DE SAN JOSE C/ LAGO,PARCELAS 14-3, S/N	D	-6,209611	36,609667	CEPSA	P	dm	"L-V: 07:00-21:00; S: 08:00-14:00"
2604	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CALLE ALBERT EINSTEIN, 16	D	-6,196417	36,611306	BP	P	dm	L-D: 24H
2605	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA CR CA-603 KM. 4,2	I	-6,277861	36,608889	SP	P	dm	L-D: 07:00-23:00
2606	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA CR CA-603 KM. 4,350	D	-6,278444	36,609806	SP	P	dm	L-D: 07:00-23:00
2607	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	AVENIDA MENESTEO, SN	D	-6,234444	36,588889	LA PUNTILLA	P	dm	L-D: 06:30-22:30
2608	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	C/ LUIS M. FERNÁNDEZ, S/N km CENTRO COMERCIAL M	N	-6,219306	36,586667	SHELL	P	OM	L-S: 08:00-21:30
2609	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	P.IND.POLIG. IND. LA ISLETA S/N N-IV, KM 654,7	D	-6,216972	36,583889	SHELL	P	OM	L-D: 06:00-00:00
2610	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CR N-IV, KM.  649.8	I	-6,216556	36,609000	BP PUERTO STA. MARIA	P	dm	L-D: 24H
2611	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA MADRID CADIZ KM. 653	N	-6,212056	36,615083	CARREFOUR	P	dm	L-D: 24H
2612	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	AVENIDA RAFAEL ALBERTI, S/N	N	-6,216556	36,609083	LA VICTORIA	P	dm	L-D: 24H
2613	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CR  P-603 ,P.K. 1  M.I.	I	-6,240389	36,598972	REPSOL	P	OM	L-D: 24H
2614	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CARRETERA P-603 M.D. KM. 1	D	-6,240222	36,599583	REPSOL	P	OM	L-D: 06:00-22:00
2615	CÁDIZ	PUERTO DE SANTA MARÍA (EL)	PUERTO DE SANTA MARIA (EL)	11500	CA 602 PK 2,05 (CARRETERA km 2.05)	D	-6,236000	36,608361	ARANCIA	P	dm	L-D: 24H
2616	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	AVENIDA MOJARRA DE LA, 5	I	-6,174611	36,470889	E.S. TRES CAMINOS	P	dm	L-D: 06:00-23:00
2617	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	CTRA. PUERTO REAL A MEDINA, km 3	D	-6,147116	36,526081	B.P.	P	dm	L-D: 24H
2618	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	CALLE PERU, 2	D	-6,235278	36,523583	LIBRE	P	dm	L-D: 24H
2619	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	CALLE POLIGONO EL TROCADERO, 51	N	-6,212139	36,522667	REPSOL	P	dm	L-D: 07:00-23:00
2620	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	CALLE TERESA DE CALCUTA, S/N	I	-6,193028	36,531111	CEPSA	P	dm	L-D: 07:00-23:00
2621	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	CARRETERA N 4 KM. 668,6	I	-6,144333	36,503250	REPSOL	P	OM	L-D: 06:00-22:00
2622	CÁDIZ	PUERTO REAL	PUERTO REAL	11510	AVENIDA MOJARRA, 16	D	-6,173583	36,469417	PETROL & GO (TRES CAMINOS)	P	dm	L-D: 24H
2623	CÁDIZ	PUERTO SERRANO	PUERTO SERRANO	11659	CARRETERA SEVILLA-RONDA A-375 KM. 38,500	I	-5,554528	36,913861	MEROIL	P	dm	L: 06:00-12:00
2624	CÁDIZ	ROTA	ROTA	11520	AVENIDA LIBERTAD, 26	D	-6,367250	36,632750	BALLENOIL	P	dm	L-D: 24H
2625	CÁDIZ	ROTA	ROTA	11520	CARRETERA A-491 KM. 11,200	I	-6,353528	36,660833	LAS MARISMAS DE ROTA (L.M.R.)	P	dm	L-D: 24H
2626	CÁDIZ	ROTA	ROTA	11520	AVENIDA MARIA AUXILIADORA, 35	I	-6,362639	36,622472	CEPSA	P	OM	L-D: 06:00-00:00
2627	CÁDIZ	ROTA	ROTA	11520	AVENIDA PUNTA CANDOR, 2	D	-6,390500	36,634917	CEPSA	P	OM	L-D: 07:00-22:00
2628	CÁDIZ	ROTA	ROTA	11520	AVENIDA LIBERTAD, S/N	D	-6,366556	36,632000	REPSOL	P	OM	L-D: 24H
2629	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	AVDA. PUENTE ZUAZO, S/N (N-IVA km 677)	I	-6,189139	36,468639	CEPSA	P	OM	L-D: 24H
2630	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	CALLE MECANICOS, 10	D	-6,204056	36,474361	REPOSTA S. FERNANDO	P	dm	L-D: 24H
2631	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	CALLE REMACHADORES, 2	D	-6,206056	36,471278	QP QUALITY PETROLEUM	P	dm	L-D: 24H
2632	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	CARRETERA N-IVA KM. 680	I	-6,218722	36,456361	CEPSA	P	OM	L-D: 07:00-23:00
2633	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	AVENIDA PERI JUNQUERA S/N, SN	N	-6,203194	36,471806	BP	P	dm	L-D: 24H
2634	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	CALLE REAL, 228	N	-6,208361	36,456583	BP CALLE REAL	P	dm	L-D: 06:00-23:00
2635	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	PG INDUS.FADRICAS C/FERROCARRIL, 10	N	-6,203278	36,473389	REPSOL	P	dm	"L-S: 07:00-22:00; D: 07:00-15:00"
2636	CÁDIZ	SAN FERNANDO	SAN FERNANDO	11100	CL FERROCARRIL  34	N	-6,205833	36,470861	BP	P	dm	"L-S: 06:30-23:00; D: 07:00-21:00"
2637	CÁDIZ	SAN JOSÉ DEL VALLE	SAN JOSE DEL VALLE	11580	CARRETERA JEREZ-CORTES KM. 32,7	N	-5,810028	36,612667	GALP	P	dm	"L-S: 07:00-21:00; D: 08:00-21:00"
2638	CÁDIZ	SAN ROQUE	SAN ROQUE	11360	AUTOVIA POL.IND.GUADARRANQUE PARC.9A (N-340 AUTOVIA A-7 (E-15) CADIZ-MADRID SALIDA116 KM. 	D	-5,411194	36,203889	CODES	P	dm	L-D: 24H
2639	CÁDIZ	SAN ROQUE	SAN ROQUE	11360	C-3331 km 88	I	-5,430306	36,210667	CEPSA	P	OM	L-D: 07:00-23:00
2640	CÁDIZ	SAN ROQUE	SAN ROQUE	11360	N-351 km 2	D	-5,385722	36,191333	CEPSA	P	OM	L-D: 06:30-22:30
2641	CÁDIZ	SAN ROQUE	SAN ROQUE	11360	AUTOVIA A-7 KM. 116,000	I	-5,410139	36,207222	REPSOL	P	dm	L-D: 24H
2642	CÁDIZ	SAN ROQUE	SAN ROQUE	11360	CR N-340 CADIZ-MALAGA KM (AUTOVIA km 124)	D	-5,351611	36,230750	SHELL	P	OM	L-D: 24H
2643	CÁDIZ	SAN ROQUE	CAMPAMENTO	11314	CALLE REAL (CAMPAMENTO), 79	I	-5,372750	36,173639	REPSOL	P	OM	L-D: 24H
2644	CÁDIZ	SAN ROQUE	SAN ENRIQUE	11312	N-340 km 134	I	-5,281778	36,296667	CEPSA	P	OM	L-D: 24H
2645	CÁDIZ	SAN ROQUE	TORREGUADIARO	11312	AVENIDA MAR DEL SUR, 18	D	-5,275111	36,296306	U.S. TORREGUADIARO	P	dm	L-D: 07:30-22:30
2646	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	AVENIDA QUINTO CENTENARIO, S/N	D	-6,356472	36,771639	BP OIL	P	dm	L-D: 24H
2647	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	AVENIDA CONSTITUCION, S/N	D	-6,346500	36,770389	BP OIL	P	dm	L-D: 24H
2648	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	CARRETERA A-2001 KM. 19,65	D	-6,340528	36,755667	SHELL	P	OM	L-D: 06:00-00:00
2649	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	AVDA.DE HUELVA	N	-6,338556	36,790750	SHELL	P	OM	L-D: 06:00-00:00
2650	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	CR C-441 64,1	I	-6,362111	36,763694	REPSOL	P	OM	L-D: 24H
2651	CÁDIZ	SANLÚCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	CARRETERA SAN LUCAR-JEREZ (C-440 KM 1,0) KM. 1	I	-6,340306	36,763139	E.S. REYCA - AGLA	P	dm	L-D: 07:00-23:00
